PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00  5.75120e-02  2.17379e-04  1.21492e-05 -3.17764e-03 -3.98482e-03  7.82651e-04 -5.93827e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  5.78374e-02  2.76650e-04 -3.39562e-05 -3.80952e-03 -4.51294e-03  1.13024e-03 -5.99453e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  5.80545e-02  3.15501e-04 -9.08891e-05 -4.10220e-03 -5.01613e-03  1.44698e-03 -6.04082e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  5.81907e-02  3.39700e-04 -1.54654e-04 -4.10339e-03 -5.49625e-03  1.73956e-03 -6.07928e-02  0.00000e+00  0.00000e+00 
 0.00000e+00  5.58446e-19  5.81963e-02  3.40690e-04 -1.58298e-04 -4.09578e-03 -5.52200e-03  1.75504e-03 -6.08120e-02  5.58446e-19  0.00000e+00 
 0.00000e+00 -4.83485e-05  5.82594e-02  3.57038e-04 -2.18048e-04 -3.89757e-03 -5.94719e-03  2.01762e-03 -6.10981e-02 -4.83485e-05  0.00000e+00 
 0.00000e+00 -1.04013e-04  5.82811e-02  3.66509e-04 -2.84442e-04 -3.47903e-03 -6.38181e-03  2.28144e-03 -6.13553e-02 -1.04013e-04  0.00000e+00 
 0.00000e+00 -1.62882e-04  5.82653e-02  3.69734e-04 -3.52885e-04 -2.86551e-03 -6.80153e-03  2.53302e-03 -6.15729e-02 -1.62882e-04  0.00000e+00 
 0.00000e+00 -2.23869e-04  5.82188e-02  3.68118e-04 -4.22465e-04 -2.07431e-03 -7.20722e-03  2.77411e-03 -6.17566e-02 -2.23869e-04  0.00000e+00 
 0.00000e+00 -2.86159e-04  5.81470e-02  3.62747e-04 -4.92506e-04 -1.12046e-03 -7.59966e-03  3.00609e-03 -6.19112e-02 -2.86159e-04  0.00000e+00 
 0.00000e+00 -3.49135e-04  5.80544e-02  3.54465e-04 -5.62505e-04 -1.71917e-05 -7.97960e-03  3.23013e-03 -6.20404e-02 -3.49135e-04  0.00000e+00 
 0.00000e+00 -4.12324e-04  5.79445e-02  3.43942e-04 -6.32083e-04  1.22375e-03 -8.34776e-03  3.44714e-03 -6.21475e-02 -4.12324e-04  0.00000e+00 
 0.00000e+00 -4.75366e-04  5.78200e-02  3.31706e-04 -7.00956e-04  2.59184e-03 -8.70478e-03  3.65791e-03 -6.22350e-02 -4.75366e-04  0.00000e+00 
