PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00 -8.79016e-04  8.78513e-04 -9.90652e-04  3.64866e-03 -9.99858e-04 -2.78614e-04 -1.20830e-03  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00 -9.07462e-04  9.51402e-04 -1.08116e-03  4.89994e-03 -1.37403e-03  2.57457e-05 -1.29617e-03  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00 -9.35877e-04  1.01410e-03 -1.16360e-03  6.24962e-03 -1.72800e-03  3.18904e-04 -1.37756e-03  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00 -9.63934e-04  1.06886e-03 -1.23928e-03  7.68218e-03 -2.06429e-03  6.02037e-04 -1.45341e-03  0.00000e+00  0.00000e+00 
 0.00000e+00  5.69279e-19 -9.65460e-04  1.07167e-03 -1.24326e-03  7.76303e-03 -2.08230e-03  6.17323e-04 -1.45744e-03  5.69279e-19  0.00000e+00 
 0.00000e+00 -2.72238e-05 -9.91289e-04  1.11648e-03 -1.30821e-03  9.10791e-03 -2.38362e-03  8.77713e-04 -1.52361e-03 -2.72238e-05  0.00000e+00 
 0.00000e+00 -5.53004e-05 -1.01792e-03  1.15963e-03 -1.37250e-03  1.05837e-02 -2.69088e-03  1.14715e-03 -1.58983e-03 -5.53004e-05  0.00000e+00 
 0.00000e+00 -8.25679e-05 -1.04378e-03  1.19910e-03 -1.43270e-03  1.21075e-02 -2.98719e-03  1.41072e-03 -1.65253e-03 -8.25679e-05  0.00000e+00 
 0.00000e+00 -1.08987e-04 -1.06881e-03  1.23548e-03 -1.48923e-03  1.36737e-02 -3.27344e-03  1.66881e-03 -1.71200e-03 -1.08987e-04  0.00000e+00 
 0.00000e+00 -1.34537e-04 -1.09302e-03  1.26923e-03 -1.54243e-03  1.52778e-02 -3.55035e-03  1.92177e-03 -1.76851e-03 -1.34537e-04  0.00000e+00 
 0.00000e+00 -1.59207e-04 -1.11637e-03  1.30075e-03 -1.59260e-03  1.69156e-02 -3.81860e-03  2.16991e-03 -1.82229e-03 -1.59207e-04  0.00000e+00 
 0.00000e+00 -1.82996e-04 -1.13887e-03  1.33034e-03 -1.63998e-03  1.85835e-02 -4.07876e-03  2.41351e-03 -1.87354e-03 -1.82996e-04  0.00000e+00 
 0.00000e+00 -2.05912e-04 -1.16053e-03  1.35828e-03 -1.68479e-03  2.02784e-02 -4.33136e-03  2.65283e-03 -1.92243e-03 -2.05912e-04  0.00000e+00 
